Facility_ID,Measure_ID,Measure_Name,Compared_to_National,Denominator,Score,Start_Date,End_Date
380060,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,227,11.4,7/1/21,6/30/24
380060,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,162,15.4,7/1/21,6/30/24
380060,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,57,12.5,7/1/21,6/30/24
380060,PSI_03,Pressure ulcer rate,No Different Than the National Rate,2058,0.22,7/1/22,6/30/24
380060,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,40,181.15,7/1/22,6/30/24
380060,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,2537,0.17,7/1/22,6/30/24
380060,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,2745,0.24,7/1/22,6/30/24
380060,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,736,1.85,7/1/22,6/30/24
380060,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,272,1.41,7/1/22,6/30/24
380060,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,280,4.72,7/1/22,6/30/24
380060,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,840,3.59,7/1/22,6/30/24
380060,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,275,5,7/1/22,6/30/24
380060,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,127,1.67,7/1/22,6/30/24
380060,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,467,0.92,7/1/22,6/30/24
380060,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.72,7/1/22,6/30/24
380061,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,27,3.8,4/1/21,3/31/24
380061,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,1366,3.7,7/1/23,6/30/24
380061,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,140,12.9,7/1/21,6/30/24
380061,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
380061,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,54,8.4,7/1/21,6/30/24
380061,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,317,9.9,7/1/21,6/30/24
380061,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,193,13.9,7/1/21,6/30/24
380061,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,191,16.2,7/1/21,6/30/24
380061,PSI_03,Pressure ulcer rate,No Different Than the National Rate,5053,0.4,7/1/22,6/30/24
380061,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,108,154.26,7/1/22,6/30/24
380061,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,5800,0.15,7/1/22,6/30/24
380061,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,6223,0.25,7/1/22,6/30/24
380061,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,1966,2.13,7/1/22,6/30/24
380061,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,1168,1.73,7/1/22,6/30/24
380061,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,945,6.68,7/1/22,6/30/24
380061,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,2035,3.49,7/1/22,6/30/24
380061,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,1086,7.18,7/1/22,6/30/24
380061,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,710,1.68,7/1/22,6/30/24
380061,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,1774,1.23,7/1/22,6/30/24
380061,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.92,7/1/22,6/30/24
380071,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Not Available,Not Available,Not Available,4/1/21,3/31/24
380071,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,324,4.5,7/1/23,6/30/24
380071,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,43,12.4,7/1/21,6/30/24
380071,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
380071,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,38,8,7/1/21,6/30/24
380071,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,124,13.9,7/1/21,6/30/24
380071,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,117,17.6,7/1/21,6/30/24
380071,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,54,15.9,7/1/21,6/30/24
380071,PSI_03,Pressure ulcer rate,No Different Than the National Rate,877,0.44,7/1/22,6/30/24
380071,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
380071,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,1290,0.19,7/1/22,6/30/24
380071,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,1244,0.26,7/1/22,6/30/24
380071,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,181,2.59,7/1/22,6/30/24
380071,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,43,1.62,7/1/22,6/30/24
380071,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,45,8.66,7/1/22,6/30/24
380071,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,182,3.21,7/1/22,6/30/24
380071,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,37,5.06,7/1/22,6/30/24
380071,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,47,1.73,7/1/22,6/30/24
380071,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,150,1.03,7/1/22,6/30/24
380071,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.9,7/1/22,6/30/24
380075,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,46,3.8,4/1/21,3/31/24
380075,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,812,4,7/1/23,6/30/24
380075,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,70,13.2,7/1/21,6/30/24
380075,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
380075,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,60,10.1,7/1/21,6/30/24
380075,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,215,13,7/1/21,6/30/24
380075,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,169,15.9,7/1/21,6/30/24
380075,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,99,14.3,7/1/21,6/30/24
380075,PSI_03,Pressure ulcer rate,No Different Than the National Rate,2389,0.25,7/1/22,6/30/24
380075,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,33,168.69,7/1/22,6/30/24
380075,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,3078,0.29,7/1/22,6/30/24
380075,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,2988,0.24,7/1/22,6/30/24
380075,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,875,2.09,7/1/22,6/30/24
380075,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,487,1.52,7/1/22,6/30/24
380075,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,511,6.42,7/1/22,6/30/24
380075,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,916,3.02,7/1/22,6/30/24
380075,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,479,5.96,7/1/22,6/30/24
380075,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,239,1.67,7/1/22,6/30/24
380075,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,691,0.91,7/1/22,6/30/24
380075,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.81,7/1/22,6/30/24
380082,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,4/1/21,3/31/24
380082,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,275,4.1,7/1/23,6/30/24
380082,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,30,12.1,7/1/21,6/30/24
380082,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
380082,MORT_30_COPD,Death rate for COPD patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
380082,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,109,13.3,7/1/21,6/30/24
380082,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,60,17.2,7/1/21,6/30/24
380082,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,27,14.4,7/1/21,6/30/24
380082,PSI_03,Pressure ulcer rate,No Different Than the National Rate,887,0.45,7/1/22,6/30/24
380082,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
380082,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,1132,0.2,7/1/22,6/30/24
380082,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,1073,0.26,7/1/22,6/30/24
380082,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,115,2.31,7/1/22,6/30/24
380082,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,25,1.67,7/1/22,6/30/24
380082,PSI_11,Postoperative respiratory failure rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
380082,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,129,3.75,7/1/22,6/30/24
380082,PSI_13,Postoperative sepsis rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
380082,PSI_14,Postoperative wound dehiscence rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
380082,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,144,1.03,7/1/22,6/30/24
380082,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.02,7/1/22,6/30/24
380089,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,56,4.5,4/1/21,3/31/24
380089,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,821,3.9,7/1/23,6/30/24
380089,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,50,12.7,7/1/21,6/30/24
380089,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
380089,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,43,10.1,7/1/21,6/30/24
380089,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,183,13.4,7/1/21,6/30/24
380089,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,157,15.6,7/1/21,6/30/24
380089,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,157,13.4,7/1/21,6/30/24
380089,PSI_03,Pressure ulcer rate,No Different Than the National Rate,2368,0.27,7/1/22,6/30/24
380089,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,30,205.52,7/1/22,6/30/24
380089,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,3119,0.17,7/1/22,6/30/24
380089,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,2974,0.24,7/1/22,6/30/24
380089,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,722,2.59,7/1/22,6/30/24
380089,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,328,2.01,7/1/22,6/30/24
380089,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,344,10.49,7/1/22,6/30/24
380089,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,751,3.74,7/1/22,6/30/24
380089,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,315,5.09,7/1/22,6/30/24
380089,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,196,2.01,7/1/22,6/30/24
380089,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,578,1.13,7/1/22,6/30/24
380089,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.94,7/1/22,6/30/24
380090,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,102,3.5,4/1/21,3/31/24
380090,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,1124,4,7/1/23,6/30/24
380090,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,211,13.2,7/1/21,6/30/24
380090,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
380090,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,121,9.2,7/1/21,6/30/24
380090,MORT_30_HF,Death rate for heart failure patients,Worse Than the National Rate,361,14.9,7/1/21,6/30/24
380090,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,287,17.9,7/1/21,6/30/24
380090,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,148,16.5,7/1/21,6/30/24
380090,PSI_03,Pressure ulcer rate,No Different Than the National Rate,3188,1.18,7/1/22,6/30/24
380090,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,48,168.57,7/1/22,6/30/24
380090,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,4318,0.3,7/1/22,6/30/24
380090,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,4304,0.35,7/1/22,6/30/24
380090,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,841,1.92,7/1/22,6/30/24
380090,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,321,2.21,7/1/22,6/30/24
