Facility_ID,Measure_ID,Measure_Name,Compared_to_National,Denominator,Score,Start_Date,End_Date
220077,PSI_15,Abdominopelvic accidental puncture or laceration rate,Worse Than the National Rate,3667,2.24,7/1/22,6/30/24
220077,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Worse Than the National Value,Not Applicable,1.69,7/1/22,6/30/24
220080,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,153,4.2,4/1/21,3/31/24
220080,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,1233,4.1,7/1/23,6/30/24
220080,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,113,12.9,7/1/21,6/30/24
220080,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220080,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,162,7.5,7/1/21,6/30/24
220080,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,438,10.1,7/1/21,6/30/24
220080,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,572,14.1,7/1/21,6/30/24
220080,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,158,13,7/1/21,6/30/24
220080,PSI_03,Pressure ulcer rate,No Different Than the National Rate,4734,0.43,7/1/22,6/30/24
220080,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,30,167.59,7/1/22,6/30/24
220080,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,6142,0.17,7/1/22,6/30/24
220080,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,6115,0.26,7/1/22,6/30/24
220080,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,749,1.97,7/1/22,6/30/24
220080,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,127,1.64,7/1/22,6/30/24
220080,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,124,12.95,7/1/22,6/30/24
220080,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,731,2.62,7/1/22,6/30/24
220080,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,120,5.84,7/1/22,6/30/24
220080,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,184,1.67,7/1/22,6/30/24
220080,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,800,0.92,7/1/22,6/30/24
220080,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.99,7/1/22,6/30/24
220083,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,58,3.2,4/1/21,3/31/24
220083,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Better Than the National Rate,1297,3,7/1/23,6/30/24
220083,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
220083,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220083,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,91,8.1,7/1/21,6/30/24
220083,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,489,8.8,7/1/21,6/30/24
220083,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,671,10.7,7/1/21,6/30/24
220083,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,135,11.5,7/1/21,6/30/24
220083,PSI_03,Pressure ulcer rate,No Different Than the National Rate,3674,0.25,7/1/22,6/30/24
220083,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
220083,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,4910,0.18,7/1/22,6/30/24
220083,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,4857,0.31,7/1/22,6/30/24
220083,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,369,2.48,7/1/22,6/30/24
220083,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
220083,PSI_11,Postoperative respiratory failure rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
220083,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,390,3.36,7/1/22,6/30/24
220083,PSI_13,Postoperative sepsis rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
220083,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,111,1.71,7/1/22,6/30/24
220083,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,408,0.97,7/1/22,6/30/24
220083,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.88,7/1/22,6/30/24
220084,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,191,2.8,4/1/21,3/31/24
220084,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,1180,4.2,7/1/23,6/30/24
220084,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,52,11.9,7/1/21,6/30/24
220084,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220084,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,66,6.2,7/1/21,6/30/24
220084,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,285,9.8,7/1/21,6/30/24
220084,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,364,12.4,7/1/21,6/30/24
220084,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,129,13.7,7/1/21,6/30/24
220084,PSI_03,Pressure ulcer rate,No Different Than the National Rate,2870,0.63,7/1/22,6/30/24
220084,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,29,147.76,7/1/22,6/30/24
220084,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,4387,0.18,7/1/22,6/30/24
220084,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,4398,0.23,7/1/22,6/30/24
220084,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,631,2.01,7/1/22,6/30/24
220084,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,242,1.52,7/1/22,6/30/24
220084,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,250,10.31,7/1/22,6/30/24
220084,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,665,3.59,7/1/22,6/30/24
220084,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,225,4.49,7/1/22,6/30/24
220084,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,181,2,7/1/22,6/30/24
220084,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,751,1.13,7/1/22,6/30/24
220084,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.98,7/1/22,6/30/24
220086,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,206,3.2,4/1/21,3/31/24
220086,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Better Than the National Rate,4041,2.8,7/1/23,6/30/24
220086,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,340,11.3,7/1/21,6/30/24
220086,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,327,2.7,7/1/21,6/30/24
220086,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,175,6.6,7/1/21,6/30/24
220086,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,936,7,7/1/21,6/30/24
220086,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,581,11.2,7/1/21,6/30/24
220086,MORT_30_STK,Death rate for stroke patients,Better Than the National Rate,451,11.1,7/1/21,6/30/24
220086,PSI_03,Pressure ulcer rate,No Different Than the National Rate,16829,0.84,7/1/22,6/30/24
220086,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,432,182.52,7/1/22,6/30/24
220086,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,17760,0.19,7/1/22,6/30/24
220086,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,18937,0.27,7/1/22,6/30/24
220086,PSI_09,Postoperative hemorrhage or hematoma rate,Worse Than the National Rate,5770,3.94,7/1/22,6/30/24
220086,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,3059,1.53,7/1/22,6/30/24
220086,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,2892,6.37,7/1/22,6/30/24
220086,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,6442,3.73,7/1/22,6/30/24
220086,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,3016,6.05,7/1/22,6/30/24
220086,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,1427,1.33,7/1/22,6/30/24
220086,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,4681,1.07,7/1/22,6/30/24
220086,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.03,7/1/22,6/30/24
220088,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,2426,2.9,4/1/21,3/31/24
220088,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,1560,3.2,7/1/23,6/30/24
220088,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
220088,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220088,MORT_30_COPD,Death rate for COPD patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220088,MORT_30_HF,Death rate for heart failure patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
220088,MORT_30_PN,Death rate for pneumonia patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220088,MORT_30_STK,Death rate for stroke patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220088,PSI_03,Pressure ulcer rate,No Different Than the National Rate,1724,0.75,7/1/22,6/30/24
220088,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,67,153.81,7/1/22,6/30/24
220088,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,3558,0.24,7/1/22,6/30/24
220088,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,3503,0.21,7/1/22,6/30/24
220088,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,3428,2.97,7/1/22,6/30/24
220088,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,3019,1.47,7/1/22,6/30/24
220088,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,3010,9.41,7/1/22,6/30/24
220088,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,Worse Than the National Rate,3514,5.77,7/1/22,6/30/24
220088,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,2962,3.51,7/1/22,6/30/24
220088,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,114,1.76,7/1/22,6/30/24
220088,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,321,1.03,7/1/22,6/30/24
220088,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.07,7/1/22,6/30/24
220090,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,111,3.7,4/1/21,3/31/24
220090,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,1656,3.7,7/1/23,6/30/24
220090,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,103,12.8,7/1/21,6/30/24
220090,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220090,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,278,6.6,7/1/21,6/30/24
220090,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,627,9.5,7/1/21,6/30/24
220090,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,777,15.5,7/1/21,6/30/24
220090,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,173,13.4,7/1/21,6/30/24
220090,PSI_03,Pressure ulcer rate,No Different Than the National Rate,4861,0.21,7/1/22,6/30/24
220090,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,25,184.89,7/1/22,6/30/24
220090,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,7152,0.21,7/1/22,6/30/24
220090,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,7343,0.29,7/1/22,6/30/24
220090,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,684,2.07,7/1/22,6/30/24
220090,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,264,1.6,7/1/22,6/30/24
220090,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,214,8.63,7/1/22,6/30/24
220090,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,710,3.02,7/1/22,6/30/24
220090,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,256,5.11,7/1/22,6/30/24
220090,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,178,1.68,7/1/22,6/30/24
220090,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,1177,1.11,7/1/22,6/30/24
220090,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.83,7/1/22,6/30/24
220095,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,43,4,4/1/21,3/31/24
220095,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,478,4.5,7/1/23,6/30/24
220095,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
220095,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220095,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,101,7.6,7/1/21,6/30/24
220095,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,177,12.2,7/1/21,6/30/24
220095,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,279,17,7/1/21,6/30/24
220095,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,61,14,7/1/21,6/30/24
220095,PSI_03,Pressure ulcer rate,No Different Than the National Rate,1681,0.72,7/1/22,6/30/24
220095,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
220095,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,2222,0.2,7/1/22,6/30/24
220095,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,2180,0.34,7/1/22,6/30/24
220095,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,264,2.23,7/1/22,6/30/24
220095,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,71,1.66,7/1/22,6/30/24
220095,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,73,8.91,7/1/22,6/30/24
220095,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,278,3.52,7/1/22,6/30/24
220095,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,65,5.13,7/1/22,6/30/24
220095,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,56,1.73,7/1/22,6/30/24
220095,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,267,1,7/1/22,6/30/24
220095,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.01,7/1/22,6/30/24
220098,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Not Available,Not Available,Not Available,4/1/21,3/31/24
220098,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Not Available,Not Available,Not Available,7/1/23,6/30/24
220098,MORT_30_AMI,Death rate for heart attack patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220098,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220098,MORT_30_COPD,Death rate for COPD patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220098,MORT_30_HF,Death rate for heart failure patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220098,MORT_30_PN,Death rate for pneumonia patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220098,MORT_30_STK,Death rate for stroke patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220098,PSI_03,Pressure ulcer rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
220098,PSI_04,Death rate among surgical inpatients with serious treatable complications,Not Available,Not Available,Not Available,7/1/22,6/30/24
220098,PSI_06,Iatrogenic pneumothorax rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
220098,PSI_08,In-hospital fall-associated fracture rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
220098,PSI_09,Postoperative hemorrhage or hematoma rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
220098,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
220098,PSI_11,Postoperative respiratory failure rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
220098,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
220098,PSI_13,Postoperative sepsis rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
220098,PSI_14,Postoperative wound dehiscence rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
220098,PSI_15,Abdominopelvic accidental puncture or laceration rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
220098,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Not Available,Not Applicable,Not Available,7/1/22,6/30/24
22009F,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Not Available,Not Available,Not Available,4/1/21,3/31/24
22009F,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Not Available,Not Available,Not Available,7/1/23,6/30/24
22009F,MORT_30_AMI,Death rate for heart attack patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
22009F,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
22009F,MORT_30_COPD,Death rate for COPD patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
22009F,MORT_30_HF,Death rate for heart failure patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
22009F,MORT_30_PN,Death rate for pneumonia patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
22009F,MORT_30_STK,Death rate for stroke patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
22009F,PSI_03,Pressure ulcer rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
22009F,PSI_04,Death rate among surgical inpatients with serious treatable complications,Not Available,Not Available,Not Available,7/1/22,6/30/24
22009F,PSI_06,Iatrogenic pneumothorax rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
22009F,PSI_08,In-hospital fall-associated fracture rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
22009F,PSI_09,Postoperative hemorrhage or hematoma rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
22009F,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
22009F,PSI_11,Postoperative respiratory failure rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
22009F,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
22009F,PSI_13,Postoperative sepsis rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
22009F,PSI_14,Postoperative wound dehiscence rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
22009F,PSI_15,Abdominopelvic accidental puncture or laceration rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
22009F,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Not Available,Not Applicable,Not Available,7/1/22,6/30/24
220100,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,199,4.6,4/1/21,3/31/24
220100,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,5580,3.9,7/1/23,6/30/24
220100,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,414,10.8,7/1/21,6/30/24
220100,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220100,MORT_30_COPD,Death rate for COPD patients,Better Than the National Rate,547,6,7/1/21,6/30/24
220100,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,1566,9.6,7/1/21,6/30/24
220100,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,1818,16,7/1/21,6/30/24
220100,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,561,13.5,7/1/21,6/30/24
220100,PSI_03,Pressure ulcer rate,No Different Than the National Rate,15945,0.84,7/1/22,6/30/24
220100,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,205,198.78,7/1/22,6/30/24
220100,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,22331,0.24,7/1/22,6/30/24
220100,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,22077,0.32,7/1/22,6/30/24
220100,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,3150,3.07,7/1/22,6/30/24
220100,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,866,1.26,7/1/22,6/30/24
220100,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,790,11.19,7/1/22,6/30/24
220100,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,3352,4.44,7/1/22,6/30/24
220100,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,818,6.49,7/1/22,6/30/24
220100,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,619,2.01,7/1/22,6/30/24
220100,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,3172,1.46,7/1/22,6/30/24
220100,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.21,7/1/22,6/30/24
220101,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,461,2.8,4/1/21,3/31/24
220101,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Better Than the National Rate,3229,2.7,7/1/23,6/30/24
220101,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,65,12.2,7/1/21,6/30/24
220101,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220101,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,181,6.5,7/1/21,6/30/24
220101,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,979,8.9,7/1/21,6/30/24
220101,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,763,13.3,7/1/21,6/30/24
220101,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,259,11.8,7/1/21,6/30/24
220101,PSI_03,Pressure ulcer rate,No Different Than the National Rate,9733,0.28,7/1/22,6/30/24
220101,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,62,144.57,7/1/22,6/30/24
220101,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,12256,0.13,7/1/22,6/30/24
220101,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,12146,0.31,7/1/22,6/30/24
220101,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,2330,2.21,7/1/22,6/30/24
220101,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,1431,1.41,7/1/22,6/30/24
220101,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,1382,4.7,7/1/22,6/30/24
220101,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,2407,2.67,7/1/22,6/30/24
220101,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,1361,4.12,7/1/22,6/30/24
220101,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,670,1.58,7/1/22,6/30/24
220101,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,2111,0.89,7/1/22,6/30/24
220101,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Better Than the National Value,Not Applicable,0.67,7/1/22,6/30/24
220105,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,176,4,4/1/21,3/31/24
220105,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,2070,3.7,7/1/23,6/30/24
220105,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,60,11.5,7/1/21,6/30/24
220105,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220105,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,214,6.6,7/1/21,6/30/24
220105,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,564,9.4,7/1/21,6/30/24
220105,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,849,13.2,7/1/21,6/30/24
220105,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,132,11.8,7/1/21,6/30/24
220105,PSI_03,Pressure ulcer rate,No Different Than the National Rate,5302,0.2,7/1/22,6/30/24
220105,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,28,167.42,7/1/22,6/30/24
220105,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,7901,0.16,7/1/22,6/30/24
220105,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,7832,0.32,7/1/22,6/30/24
220105,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,868,2.22,7/1/22,6/30/24
220105,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,339,1.59,7/1/22,6/30/24
220105,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,328,6.5,7/1/22,6/30/24
220105,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,923,3.24,7/1/22,6/30/24
220105,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,330,5.08,7/1/22,6/30/24
220105,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,155,2.36,7/1/22,6/30/24
220105,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,968,1.91,7/1/22,6/30/24
220105,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.81,7/1/22,6/30/24
220108,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Better Than the National Rate,1096,2.3,4/1/21,3/31/24
220108,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Better Than the National Rate,1629,3.4,7/1/23,6/30/24
