Facility_ID,Measure_ID,Measure_Name,Compared_to_National,Score,Number_Patients,Number_Patients_Returned,Start_Date,End_Date
50224,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,17.9,Not Applicable,Not Applicable,7/1/21,6/30/24
50224,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,18.3,Not Applicable,Not Applicable,7/1/21,6/30/24
50224,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
50224,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,15.3,Not Applicable,Not Applicable,7/1/21,6/30/24
50226,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,-17.4,53,14,7/1/21,6/30/24
50226,EDAC_30_HF,Hospital return days for heart failure patients,More Days Than Average per 100 Discharges,24.3,99,34,7/1/21,6/30/24
50226,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,24.9,281,78,7/1/21,6/30/24
50226,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,14.9,Not Applicable,Not Applicable,7/1/23,6/30/24
50226,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,12.9,Not Applicable,Not Applicable,1/1/21,12/31/23
50226,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
50226,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
50226,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,1.1,Not Applicable,Not Applicable,1/1/23,12/31/23
50226,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,14,Not Applicable,Not Applicable,7/1/21,6/30/24
50226,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,10.8,Not Applicable,Not Applicable,7/1/21,6/30/24
50226,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,17.4,Not Applicable,Not Applicable,7/1/21,6/30/24
50226,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,19.8,Not Applicable,Not Applicable,7/1/21,6/30/24
50226,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
50226,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,16.8,Not Applicable,Not Applicable,7/1/21,6/30/24
50228,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
50228,EDAC_30_HF,Hospital return days for heart failure patients,More Days Than Average per 100 Discharges,33.4,195,74,7/1/21,6/30/24
50228,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,50.8,186,60,7/1/21,6/30/24
50228,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,15.2,Not Applicable,Not Applicable,7/1/23,6/30/24
50228,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,12.9,Not Applicable,Not Applicable,1/1/21,12/31/23
50228,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,11.2,Not Applicable,Not Applicable,1/1/23,12/31/23
50228,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,6.3,Not Applicable,Not Applicable,1/1/23,12/31/23
50228,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,0.8,Not Applicable,Not Applicable,1/1/23,12/31/23
50228,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,14.7,Not Applicable,Not Applicable,7/1/21,6/30/24
50228,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
50228,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,19.2,Not Applicable,Not Applicable,7/1/21,6/30/24
50228,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,20.3,Not Applicable,Not Applicable,7/1/21,6/30/24
50228,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,5.7,Not Applicable,Not Applicable,7/1/21,6/30/24
50228,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,18.6,Not Applicable,Not Applicable,7/1/21,6/30/24
05022F,EDAC_30_AMI,Hospital return days for heart attack patients,Not Available,Not Available,Not Available,Not Available,7/1/21,6/30/24
05022F,EDAC_30_HF,Hospital return days for heart failure patients,Not Available,Not Available,Not Available,Not Available,7/1/21,6/30/24
05022F,EDAC_30_PN,Hospital return days for pneumonia patients,Not Available,Not Available,Not Available,Not Available,7/1/21,6/30/24
05022F,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),Not Available,Not Available,Not Applicable,Not Applicable,7/1/23,6/30/24
05022F,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",Not Available,Not Available,Not Applicable,Not Applicable,1/1/21,12/31/23
05022F,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
05022F,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
05022F,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Not Available,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
05022F,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
05022F,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
05022F,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
05022F,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
05022F,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
05022F,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
50230,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
50230,EDAC_30_HF,Hospital return days for heart failure patients,Fewer Days Than Average per 100 Discharges,-48.7,78,22,7/1/21,6/30/24
50230,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,50.6,269,88,7/1/21,6/30/24
50230,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,16.6,Not Applicable,Not Applicable,7/1/23,6/30/24
50230,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,12.6,Not Applicable,Not Applicable,1/1/21,12/31/23
50230,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
50230,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
50230,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Number of cases too small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
50230,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
50230,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
50230,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,18.2,Not Applicable,Not Applicable,7/1/21,6/30/24
50230,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,19.4,Not Applicable,Not Applicable,7/1/21,6/30/24
50230,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
50230,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,18.5,Not Applicable,Not Applicable,7/1/21,6/30/24
50231,EDAC_30_AMI,Hospital return days for heart attack patients,Fewer Days Than Average per 100 Discharges,-38.3,129,27,7/1/21,6/30/24
50231,EDAC_30_HF,Hospital return days for heart failure patients,Fewer Days Than Average per 100 Discharges,-29,323,92,7/1/21,6/30/24
50231,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,13.3,167,45,7/1/21,6/30/24
50231,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,14.7,Not Applicable,Not Applicable,7/1/23,6/30/24
50231,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,14.2,Not Applicable,Not Applicable,1/1/21,12/31/23
50231,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,13.6,Not Applicable,Not Applicable,1/1/23,12/31/23
50231,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,8,Not Applicable,Not Applicable,1/1/23,12/31/23
50231,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,0.7,Not Applicable,Not Applicable,1/1/23,12/31/23
50231,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,13,Not Applicable,Not Applicable,7/1/21,6/30/24
50231,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,10,Not Applicable,Not Applicable,7/1/21,6/30/24
50231,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,17.6,Not Applicable,Not Applicable,7/1/21,6/30/24
50231,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,18.1,Not Applicable,Not Applicable,7/1/21,6/30/24
50231,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,5.5,Not Applicable,Not Applicable,7/1/21,6/30/24
50231,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,15.9,Not Applicable,Not Applicable,7/1/21,6/30/24
50232,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,1.8,289,90,7/1/21,6/30/24
50232,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,-4.4,332,115,7/1/21,6/30/24
50232,EDAC_30_PN,Hospital return days for pneumonia patients,Fewer Days Than Average per 100 Discharges,-19.8,237,62,7/1/21,6/30/24
50232,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),Better Than the National Rate,13.3,Not Applicable,Not Applicable,7/1/23,6/30/24
50232,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,11.3,Not Applicable,Not Applicable,1/1/21,12/31/23
50232,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
50232,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
50232,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,1.2,Not Applicable,Not Applicable,1/1/23,12/31/23
50232,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,13.5,Not Applicable,Not Applicable,7/1/21,6/30/24
50232,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,9.7,Not Applicable,Not Applicable,7/1/21,6/30/24
50232,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,17.8,Not Applicable,Not Applicable,7/1/21,6/30/24
50232,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,19.6,Not Applicable,Not Applicable,7/1/21,6/30/24
50232,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,3.8,Not Applicable,Not Applicable,7/1/21,6/30/24
50232,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,15.7,Not Applicable,Not Applicable,7/1/21,6/30/24
50234,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
50234,EDAC_30_HF,Hospital return days for heart failure patients,Fewer Days Than Average per 100 Discharges,-30.2,58,17,7/1/21,6/30/24
50234,EDAC_30_PN,Hospital return days for pneumonia patients,Fewer Days Than Average per 100 Discharges,-20.3,138,24,7/1/21,6/30/24
