Facility_ID,Measure_ID,Measure_Name,Compared_to_National,Score,Number_Patients,Number_Patients_Returned,Start_Date,End_Date
300001,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,12.9,Not Applicable,Not Applicable,7/1/21,6/30/24
300001,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,10.5,Not Applicable,Not Applicable,7/1/21,6/30/24
300001,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,19.3,Not Applicable,Not Applicable,7/1/21,6/30/24
300001,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,21.5,Not Applicable,Not Applicable,7/1/21,6/30/24
300001,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,4.9,Not Applicable,Not Applicable,7/1/21,6/30/24
300001,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,15.5,Not Applicable,Not Applicable,7/1/21,6/30/24
300003,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,6.7,594,150,7/1/21,6/30/24
300003,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,8,570,180,7/1/21,6/30/24
300003,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,25.4,314,92,7/1/21,6/30/24
300003,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,15.2,Not Applicable,Not Applicable,7/1/23,6/30/24
300003,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,14.7,Not Applicable,Not Applicable,1/1/21,12/31/23
300003,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,9.9,Not Applicable,Not Applicable,1/1/23,12/31/23
300003,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Worse Than the National Rate,7.8,Not Applicable,Not Applicable,1/1/23,12/31/23
300003,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Better than expected,0.8,Not Applicable,Not Applicable,1/1/23,12/31/23
300003,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,13.8,Not Applicable,Not Applicable,7/1/21,6/30/24
300003,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,10,Not Applicable,Not Applicable,7/1/21,6/30/24
300003,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,18,Not Applicable,Not Applicable,7/1/21,6/30/24
300003,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,18.1,Not Applicable,Not Applicable,7/1/21,6/30/24
300003,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,4.5,Not Applicable,Not Applicable,7/1/21,6/30/24
300003,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,17,Not Applicable,Not Applicable,7/1/21,6/30/24
300005,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
300005,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,-0.2,208,65,7/1/21,6/30/24
300005,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,27.9,293,100,7/1/21,6/30/24
300005,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,15.6,Not Applicable,Not Applicable,7/1/23,6/30/24
300005,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,13.9,Not Applicable,Not Applicable,1/1/21,12/31/23
300005,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,10.3,Not Applicable,Not Applicable,1/1/23,12/31/23
300005,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,5.5,Not Applicable,Not Applicable,1/1/23,12/31/23
300005,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,1.2,Not Applicable,Not Applicable,1/1/23,12/31/23
300005,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
300005,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
300005,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,18.5,Not Applicable,Not Applicable,7/1/21,6/30/24
300005,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,18.8,Not Applicable,Not Applicable,7/1/21,6/30/24
300005,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
300005,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,15.6,Not Applicable,Not Applicable,7/1/21,6/30/24
300011,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,14.5,72,16,7/1/21,6/30/24
300011,EDAC_30_HF,Hospital return days for heart failure patients,Fewer Days Than Average per 100 Discharges,-12.8,303,103,7/1/21,6/30/24
300011,EDAC_30_PN,Hospital return days for pneumonia patients,Fewer Days Than Average per 100 Discharges,-19.7,310,87,7/1/21,6/30/24
300011,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,14.5,Not Applicable,Not Applicable,7/1/23,6/30/24
300011,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,11.8,Not Applicable,Not Applicable,1/1/21,12/31/23
300011,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,10.8,Not Applicable,Not Applicable,1/1/23,12/31/23
300011,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,6.3,Not Applicable,Not Applicable,1/1/23,12/31/23
300011,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,1.3,Not Applicable,Not Applicable,1/1/23,12/31/23
300011,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,14,Not Applicable,Not Applicable,7/1/21,6/30/24
300011,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
300011,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,17.8,Not Applicable,Not Applicable,7/1/21,6/30/24
300011,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,18.8,Not Applicable,Not Applicable,7/1/21,6/30/24
300011,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,4.1,Not Applicable,Not Applicable,7/1/21,6/30/24
300011,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,14.5,Not Applicable,Not Applicable,7/1/21,6/30/24
300012,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,-5.1,91,29,7/1/21,6/30/24
300012,EDAC_30_HF,Hospital return days for heart failure patients,Fewer Days Than Average per 100 Discharges,-21.3,357,105,7/1/21,6/30/24
300012,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,-3,493,131,7/1/21,6/30/24
300012,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,15.4,Not Applicable,Not Applicable,7/1/23,6/30/24
300012,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,12.4,Not Applicable,Not Applicable,1/1/21,12/31/23
300012,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,9.8,Not Applicable,Not Applicable,1/1/23,12/31/23
300012,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,4.5,Not Applicable,Not Applicable,1/1/23,12/31/23
300012,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Worse than expected,1.6,Not Applicable,Not Applicable,1/1/23,12/31/23
300012,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,13.5,Not Applicable,Not Applicable,7/1/21,6/30/24
300012,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
300012,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,18.1,Not Applicable,Not Applicable,7/1/21,6/30/24
300012,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,18.5,Not Applicable,Not Applicable,7/1/21,6/30/24
300012,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,6.1,Not Applicable,Not Applicable,7/1/21,6/30/24
300012,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,16.4,Not Applicable,Not Applicable,7/1/21,6/30/24
300014,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
300014,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,14.8,77,22,7/1/21,6/30/24
300014,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,36.6,85,29,7/1/21,6/30/24
300014,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,14.6,Not Applicable,Not Applicable,7/1/23,6/30/24
300014,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,14.1,Not Applicable,Not Applicable,1/1/21,12/31/23
300014,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
300014,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
300014,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,1.2,Not Applicable,Not Applicable,1/1/23,12/31/23
300014,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
300014,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
300014,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,18.7,Not Applicable,Not Applicable,7/1/21,6/30/24
300014,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,19.8,Not Applicable,Not Applicable,7/1/21,6/30/24
300014,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
300014,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,16.5,Not Applicable,Not Applicable,7/1/21,6/30/24
300017,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,9.2,87,27,7/1/21,6/30/24
300017,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,3.1,252,81,7/1/21,6/30/24
300017,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,-2.4,269,65,7/1/21,6/30/24
300017,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,15.5,Not Applicable,Not Applicable,7/1/23,6/30/24
300017,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,12.2,Not Applicable,Not Applicable,1/1/21,12/31/23
300017,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,11,Not Applicable,Not Applicable,1/1/23,12/31/23
300017,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,4.9,Not Applicable,Not Applicable,1/1/23,12/31/23
300017,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,1.1,Not Applicable,Not Applicable,1/1/23,12/31/23
300017,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,14,Not Applicable,Not Applicable,7/1/21,6/30/24
300017,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
300017,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,18.3,Not Applicable,Not Applicable,7/1/21,6/30/24
300017,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,20.4,Not Applicable,Not Applicable,7/1/21,6/30/24
300017,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
300017,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,15.9,Not Applicable,Not Applicable,7/1/21,6/30/24
300018,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,6.9,126,35,7/1/21,6/30/24
300018,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,1.1,445,139,7/1/21,6/30/24
300018,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,36.3,452,141,7/1/21,6/30/24
300018,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,15.2,Not Applicable,Not Applicable,7/1/23,6/30/24
300018,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,13.5,Not Applicable,Not Applicable,1/1/21,12/31/23
300018,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,12.8,Not Applicable,Not Applicable,1/1/23,12/31/23
300018,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,5.7,Not Applicable,Not Applicable,1/1/23,12/31/23
300018,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,1.1,Not Applicable,Not Applicable,1/1/23,12/31/23
300018,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,13.6,Not Applicable,Not Applicable,7/1/21,6/30/24
300018,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
300018,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,16.6,Not Applicable,Not Applicable,7/1/21,6/30/24
300018,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,19.1,Not Applicable,Not Applicable,7/1/21,6/30/24
300018,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,5.4,Not Applicable,Not Applicable,7/1/21,6/30/24
300018,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,17.9,Not Applicable,Not Applicable,7/1/21,6/30/24
300019,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
300019,EDAC_30_HF,Hospital return days for heart failure patients,More Days Than Average per 100 Discharges,19.9,230,84,7/1/21,6/30/24
300019,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,4.9,233,79,7/1/21,6/30/24
300019,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,14.9,Not Applicable,Not Applicable,7/1/23,6/30/24
300019,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,12,Not Applicable,Not Applicable,1/1/21,12/31/23
300019,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,9.1,Not Applicable,Not Applicable,1/1/23,12/31/23
300019,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Worse Than the National Rate,8.1,Not Applicable,Not Applicable,1/1/23,12/31/23
300019,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Better than expected,0.7,Not Applicable,Not Applicable,1/1/23,12/31/23
300019,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,13.5,Not Applicable,Not Applicable,7/1/21,6/30/24
300019,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
300019,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,17.5,Not Applicable,Not Applicable,7/1/21,6/30/24
300019,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,18.3,Not Applicable,Not Applicable,7/1/21,6/30/24
300019,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
300019,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,16.1,Not Applicable,Not Applicable,7/1/21,6/30/24
300020,EDAC_30_AMI,Hospital return days for heart attack patients,More Days Than Average per 100 Discharges,47.7,85,29,7/1/21,6/30/24
300020,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,3.4,335,110,7/1/21,6/30/24
300020,EDAC_30_PN,Hospital return days for pneumonia patients,Fewer Days Than Average per 100 Discharges,-23.8,366,85,7/1/21,6/30/24
300020,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,15.6,Not Applicable,Not Applicable,7/1/23,6/30/24
300020,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,12.6,Not Applicable,Not Applicable,1/1/21,12/31/23
300020,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,11.6,Not Applicable,Not Applicable,1/1/23,12/31/23
300020,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,5.4,Not Applicable,Not Applicable,1/1/23,12/31/23
300020,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Worse than expected,2,Not Applicable,Not Applicable,1/1/23,12/31/23
300020,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,14.2,Not Applicable,Not Applicable,7/1/21,6/30/24
300020,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
300020,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,19.1,Not Applicable,Not Applicable,7/1/21,6/30/24
300020,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,18.7,Not Applicable,Not Applicable,7/1/21,6/30/24
300020,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,5.7,Not Applicable,Not Applicable,7/1/21,6/30/24
300020,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,14.5,Not Applicable,Not Applicable,7/1/21,6/30/24
300023,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,-15.9,75,15,7/1/21,6/30/24
300023,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,-10.6,297,93,7/1/21,6/30/24
300023,EDAC_30_PN,Hospital return days for pneumonia patients,Fewer Days Than Average per 100 Discharges,-24.2,305,65,7/1/21,6/30/24
300023,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,14,Not Applicable,Not Applicable,7/1/23,6/30/24
300023,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,11.4,Not Applicable,Not Applicable,1/1/21,12/31/23
300023,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,12.1,Not Applicable,Not Applicable,1/1/23,12/31/23
300023,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,5.7,Not Applicable,Not Applicable,1/1/23,12/31/23
300023,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,1.1,Not Applicable,Not Applicable,1/1/23,12/31/23
300023,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,13,Not Applicable,Not Applicable,7/1/21,6/30/24
300023,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
300023,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,19,Not Applicable,Not Applicable,7/1/21,6/30/24
300023,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,18.6,Not Applicable,Not Applicable,7/1/21,6/30/24
300023,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,5,Not Applicable,Not Applicable,7/1/21,6/30/24
300023,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,15.1,Not Applicable,Not Applicable,7/1/21,6/30/24
300029,EDAC_30_AMI,Hospital return days for heart attack patients,More Days Than Average per 100 Discharges,22.3,293,88,7/1/21,6/30/24
300029,EDAC_30_HF,Hospital return days for heart failure patients,More Days Than Average per 100 Discharges,47,294,97,7/1/21,6/30/24
300029,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,5.5,290,74,7/1/21,6/30/24
300029,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,15.4,Not Applicable,Not Applicable,7/1/23,6/30/24
300029,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,12.5,Not Applicable,Not Applicable,1/1/21,12/31/23
300029,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
300029,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
300029,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,0.8,Not Applicable,Not Applicable,1/1/23,12/31/23
300029,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,13.6,Not Applicable,Not Applicable,7/1/21,6/30/24
300029,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,11.2,Not Applicable,Not Applicable,7/1/21,6/30/24
300029,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,18.9,Not Applicable,Not Applicable,7/1/21,6/30/24
300029,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,21.6,Not Applicable,Not Applicable,7/1/21,6/30/24
300029,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,5.5,Not Applicable,Not Applicable,7/1/21,6/30/24
300029,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,15.8,Not Applicable,Not Applicable,7/1/21,6/30/24
300034,EDAC_30_AMI,Hospital return days for heart attack patients,Fewer Days Than Average per 100 Discharges,-9.8,518,124,7/1/21,6/30/24
300034,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,-7,699,232,7/1/21,6/30/24
300034,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,11.1,352,92,7/1/21,6/30/24
300034,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,15.7,Not Applicable,Not Applicable,7/1/23,6/30/24
300034,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,10.4,Not Applicable,Not Applicable,1/1/21,12/31/23
300034,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,11.2,Not Applicable,Not Applicable,1/1/23,12/31/23
300034,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,5.1,Not Applicable,Not Applicable,1/1/23,12/31/23
300034,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Worse than expected,1.5,Not Applicable,Not Applicable,1/1/23,12/31/23
300034,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,12.7,Not Applicable,Not Applicable,7/1/21,6/30/24
300034,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,11.6,Not Applicable,Not Applicable,7/1/21,6/30/24
300034,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,19.1,Not Applicable,Not Applicable,7/1/21,6/30/24
300034,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,19.7,Not Applicable,Not Applicable,7/1/21,6/30/24
300034,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,4.2,Not Applicable,Not Applicable,7/1/21,6/30/24
300034,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,15.8,Not Applicable,Not Applicable,7/1/21,6/30/24
301300,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
301300,EDAC_30_HF,Hospital return days for heart failure patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
301300,EDAC_30_PN,Hospital return days for pneumonia patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
301300,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,14.6,Not Applicable,Not Applicable,7/1/23,6/30/24
301300,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",Not Available,Not Available,Not Applicable,Not Applicable,1/1/21,12/31/23
301300,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
301300,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
301300,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Number of cases too small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
301300,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
301300,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
301300,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
301300,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
301300,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
